x,y,name,length,longitude,latitude
1361402.152,1230230.245,Baker Lake,12.14573266,-121.6546789,48.70039053
1341443.613,1246819.127,Boulder Ridge,2.89118302,-121.7383403,48.74499648
1298431.268,1234323.44,Elbow Lake,7.72474395,-121.915532,48.70879112
1319023.752,1235585.418,Park Butte,3.55163198,-121.8304012,48.71322926
1303516.224,1240129.816,Ridley Creek,3.49732138,-121.8949139,48.7249417
1323933.065,1236868.071,Scott Paul,5.94685793,-121.8101711,48.71696734
1373141.32,1218889.284,Watson Lakes,2.26578275,-121.6054461,48.66978815
1495950.145,1236746.313,Diablo Lake,3.33750364,-121.0980987,48.72233354
1486918.25,1229565.937,Pyramid Lake,1.72041614,-121.1352502,48.70247198
1488154.25,1240948.25,Sourdough,7.36568858,-121.1305118,48.73367683
1442313.455,1218714.25,Thornton Lakes,3.35449985,-121.319368,48.67162064
1477220.25,1243254.375,Stetattle Creek,4.63765495,-121.1758687,48.73974548
1730439.923,975646.7268,East Fork Mitchell Road,3.49520761,-120.1323335,48.00785739
1720027.1,978354.6082,Mitchell-Gold Ridge,3.57039547,-120.1748147,48.01540394
1729113.926,978152.0871,Mitchell Creek Road,6.86210865,-120.137702,48.01474038
1751353.942,952902.5777,Bergman Gulch,1.56350585,-120.0474526,47.94522569
1756988.86,948352.7499,Echo South,6.47647875,-120.0245784,47.93266514
1757656.061,952118.3259,Echo North,5.3103625,-120.0217643,47.94297439
1754708.854,951357.4657,Echo Ridge,2.83310408,-120.0338044,47.94093746
1753573.343,950883.4118,Somewhere To Ride,2.01960209,-120.0384474,47.93965653
1753036.863,947467.5312,Whoop-di-doo Spur,1.0053498,-120.0407167,47.93030319
1751066.534,949526.5537,The Shoe,2.59682672,-120.0487038,47.93597754
1966983.248,1266298.091,Antoine,4.06280555,-119.1460045,48.79710216
1990669.311,1289470.308,Big Tree,1.12368569,-119.0460491,48.85940531
2005602.242,1288873.059,Beth Lake,1.88856181,-118.9841229,48.85699987
1972257.653,1258011.49,4th Of July Ridge,6.80359089,-119.1247394,48.77415808
1960564.584,1260473.797,Cabin,2.15526151,-119.1730184,48.78145016
1973428.085,1269995.503,Bonaparte Mountain,3.34534334,-119.1190202,48.80692192
1986073.714,1266479.645,Pipsissewa,2.23692715,-119.0668557,48.79667558
1940420.914,1297801.798,Ton Atv 317,1.82677833,-119.2540538,48.88457603
1937887.437,1295814.059,Ton Atv 318,1.61058609,-119.2647031,48.87924174
1930853.651,1289664.536,Ton Atv 319,1.85294116,-119.2942978,48.86269914
1976589.387,1265461.289,South Side,3.58058797,-119.1062454,48.7943522
1938622.87,1300705.606,Ton Atv 324,2.20158045,-119.2613307,48.89260561
2021330.221,1279281.257,Virginia Lilly,3.21865152,-118.9196511,48.82988824
2022807.606,1221309.685,Fir Mountain,1.91887348,-118.9183455,48.67104638
2029845.349,1230901.321,Maple Ridge,2.85987817,-118.8884334,48.69692516
1799176.691,1217473.088,Angel Pass,2.19812631,-119.8433923,48.66922918
1775738.192,1208816.708,Bernhardt Mine,1.98028117,-119.9405808,48.64601187
1767986.785,1176869.694,Beaver Meadows,1.83512459,-119.9735057,48.55864186
1758154.25,1156692.789,Blue Buck,9.51011511,-120.0145969,48.50353842
1773161.502,1173513.413,Golden Stairway,5.8692474,-119.952246,48.54935072
1721489.648,1206425.196,Falls Creek Falls,1.00230284,-120.1648827,48.64030335
1782237.841,1217967.426,Honeymoon Pass,2.93955059,-119.9134309,48.67094895
1775851.909,1215132.017,Freezeout Ridge,2.08765044,-119.9399253,48.66330916
1792224.773,1157498.275,Granite Mountain,4.31987408,-119.8741114,48.50508761
1791815.859,1210791.204,Clark Ridge,3.96270875,-119.8740536,48.65108967
1679756.522,1232727.351,Goat Creek,3.80471775,-120.3371625,48.71271382
1682694.995,1245952.37,Copper Glance,1.62093979,-120.3248779,48.74892237
1729637.56,1194167.934,First Butte,2.54064401,-120.1314403,48.60662615
1652828.769,1153686.376,Milton Mountain,4.95998771,-120.4488354,48.49628325
1797348.053,1219474.253,Mutton Ridge,1.44049907,-119.8508868,48.67475229
1779925.264,1208143.387,North Summit,4.82714507,-119.9232924,48.64408482
1774661.04,1136811.902,Middle Fork Beaver Creek,3.54246731,-119.94712,48.44877327
1797970.327,1197825.947,Muckamuck,1.57944464,-119.849052,48.61543717
1663763.504,1206821.222,Goat Peak Lookout,1.68256852,-120.4034927,48.64182089
1760439.03,1170732.127,Pearrygin Creek,5.21185177,-120.0048142,48.54196169
1674775.023,1148579.222,Wolf Creek,12.08528794,-120.3584074,48.4822176
1762450.375,1182792.375,South Fork Slate,3.85229989,-119.9961982,48.57496611
1749759.657,1219177.24,South Twentymile,6.04141672,-120.0477278,48.67484882
1781765.95,1165047.601,Shrew Creek,3.42714909,-119.9170003,48.52598923
1798677.112,1191276.529,Tunnel,3.91699405,-119.8463562,48.59747982
1836604.518,1187144.003,Schalow,1.75419924,-119.6898945,48.58519516
1778763.351,1221050.135,Tiffany Lake,6.57305398,-119.9277083,48.67946316
1795296.25,1309365.437,Albert Camp,8.46436099,-119.8563392,48.92100515
1756000.25,1308232.937,Basin Creek,5.51966752,-120.0196726,48.91867039
1702633.125,1328792.938,Beaver Creek,3.77988487,-120.2411662,48.97566181
1670987.25,1270943.187,Billy Goat,2.6091728,-120.3732063,48.81743525
1630182.75,1230532.812,Beauty Creek,2.27372045,-120.5423559,48.70680615
1799329.483,1316529.066,14 Mile Trail,3.02887475,-119.839329,48.94053229
1631048.423,1191757.169,Early Winters,3.41569666,-120.5386944,48.60058665
1772998.684,1304882.625,Clutch Creek,3.60914019,-119.949132,48.90919058
1784088.5,1261507.25,Crosby,3.56739854,-119.9044172,48.7901716
1785567.5,1309512.688,Deer Park,2.50162035,-119.8967644,48.92161902
1742747.321,1296964.813,Fire Creek,4.13099453,-120.0749986,48.88801825
1788695.25,1293872.125,Four Point,1.78612546,-119.8842736,48.87871787
1731388.438,1296329.062,Coleman Ridge,13.32264734,-120.1221863,48.88643539
1665839.25,1302357.75,East Fork Pasayten,10.89802711,-120.3943835,48.90349688
1687059,1285340.5,Eightmile,10.81541502,-120.3064013,48.8567792
1679466.375,1288947.812,Diamond Jack,6.86945552,-120.3378852,48.86670608
1669178.187,1261686.625,Drake Creek,1.84730007,-120.3807676,48.7920891
1647114.188,1295580.437,Hidden Lakes,22.19051047,-120.4721855,48.88497852
1646594.563,1321860,Dean Creek,3.08642963,-120.4743079,48.95695188
1634717.187,1197963.5,Driveway Butte,4.14687691,-120.5235487,48.61759265
1708043.375,1258882.625,Crystal Lake,8.22012636,-120.2196921,48.78413918
1779983.5,1267458.375,Hilltop,3.89538592,-119.9212526,48.80655519
1603662.625,1329134.875,Chuchuwanteen,4.686827,-120.6529078,48.97678023
1589722.625,1278271.25,Holman Creek,1.69017416,-120.7103379,48.83738874
1753589.942,1293476.634,Cathedral Driveway,1.72740427,-120.0300541,48.8782964
1695723.479,1255679.244,Falls Creek,6.66225901,-120.2707955,48.7754739
1693361.167,1248752.853,Eightmile Ridge,5.45554447,-120.2806652,48.75652022
1795997.463,1325027.855,Goodenough Trail,1.67077216,-119.8528912,48.96388246
1707501.562,1278367.437,Lake Creek,11.27665521,-120.2216529,48.83751312
1807124.579,1325075.692,Jeep Trail,5.04726143,-119.8066106,48.96375452
1805261.596,1312882.384,Johnny Beall Trail,2.97302027,-119.8147995,48.93040687
1747503.625,1248802.187,North Fork Twentymile,8.60073289,-120.05637,48.7560321
1743758.125,1272800.062,Little Andrews,8.5638006,-120.071346,48.82181939
1672710.813,1291722.688,Larch Creek,16.34846899,-120.3659112,48.87434081
1669926.625,1306517.5,Mccall Gulch,2.2157414,-120.377376,48.91487326
1660512.125,1300142.25,Middle Mountain,2.50626527,-120.4165245,48.89744658
1623743.125,1291983.062,Lease Creek,6.21829891,-120.5692313,48.87510908
1647920.375,1255093.5,Monument Creek,23.08558352,-120.4689037,48.77408555
1613492.5,1330220.25,Monument 83,3.60366326,-120.6120191,48.97979784
1797472.75,1328775.125,Long Draw,6.44316352,-119.8466262,48.97411115
1704712.437,1302672.125,Peepsight,6.83016162,-120.2328839,48.90410633
1664171.313,1330120.75,Park Pass,2.6372784,-120.4011683,48.97953695
1608132.187,1261701,Robinson Creek,21.58232195,-120.6338371,48.79211299
1584469,1299193.812,Rock Creek,6.91427462,-120.7323917,48.89465239
1764689.25,1245076.813,Smarty Creek,7.56724355,-119.9852776,48.74554197
1773836,1278231.375,Wildhorse,2.09738199,-119.9464303,48.83618233
1739681.75,1319644.125,Tungsten,5.82105343,-120.0872374,48.9501748
1673079.5,1326636.875,Sheep Lake,1.8899928,-120.3641307,48.96995971
1632592.915,1303717.062,Tatoosh Buttes,9.13663677,-120.5325056,48.90726193
1645604.657,1303696.5,Stub Creek,5.58899345,-120.4784453,48.90720809
1583455.063,1326404.313,The Parks,2.29552958,-120.7369428,48.96916555
1592318.188,1260065.875,West Fork Pasayten,13.9936487,-120.6993776,48.78754281
1590975.515,1208376.75,West Fork Methow,7.91593788,-120.704388,48.64594573
1604559,1223680.875,Trout Creek,3.15462957,-120.6483535,48.68795201
1760512.799,1301318.275,Windy Creek,4.95228798,-120.0011021,48.89965638
1701415.492,1317432.388,Spanish Creek,4.13472956,-120.2463837,48.94456031
1768097.75,1316009.062,Windy Peak,10.88971041,-119.9691833,48.93975422
1801366.698,1318415.441,Snowshoe Mtn Trail,2.83723592,-119.8307933,48.94565126
1669266.438,1333709.313,Sheep Mountain,1.9163027,-120.3799473,48.98934516
1672905.408,1035498.97,Angel Staircase,1.00617367,-120.3668985,48.17238169
1664965.707,1057653.046,Bernice Lake,1.6395108,-120.3993104,48.23312241
1599949.445,1160244.744,Blue Lake,1.78015555,-120.6668693,48.5141449
1701200.708,1029143.287,Bryan Butte,5.45575163,-120.2510597,48.1547771
1581739.828,1070610.306,Devore Creek,9.51731947,-120.7408289,48.26842535
1643531.648,1062962.238,Fish Creek,9.12392484,-120.4872201,48.247713
1691873.52,1033395.973,Foggy Dew (Section 1),4.05955107,-120.2892123,48.16650545
1568515.98,1081386.942,Company Creek,10.25244805,-120.795269,48.2978315
1690799.855,1051175.609,Eagle Lakes,6.53619504,-120.2934197,48.21523477
1654822.565,1088801.194,Eagle Creek,7.32994818,-120.4408173,48.31850115
1673915.673,1065304.912,East Fork Buttermilk,6.05833522,-120.3625468,48.2540531
1661498.937,1027012.985,East Fork Prince Creek,6.96737223,-120.4136671,48.1491705
1631110.126,1168472.841,Cedar Creek,8.8139229,-120.5383927,48.53679805
1694315.243,1040613.147,Foggy Dew Ridge,5.05392042,-120.2791273,48.18626455
1636060.626,1057683.792,Horton Butte,7.9445618,-120.5178667,48.23324825
1621366.264,1139102.342,Crescent Mine,1.20431599,-120.578469,48.4563117
1689856.27,1055044.478,Crater Creek,2.97977929,-120.2972478,48.22584313
1595394.395,1173524.247,Cutthroat Pass,4.67720877,-120.6857812,48.55049787
1525612.149,1123467.963,Flat Creek,1.38067483,-120.9724906,48.41255991
1623810.19,1087120.296,Chelan Summit,2.17079133,-120.5682172,48.3138905
1514072.75,1145426.187,Horseshoe Basin,1.41290065,-121.0205774,48.47252129
1640600.09,1058270.915,Indianhead Basin,3.71718133,-120.4992477,48.23485845
1607058.094,1078739.429,Lakeshore,2.87045507,-120.6369727,48.2908664
1684147.18,1068104.335,Libby Creek,4.9480069,-120.3205389,48.2616677
1624907.482,1124142.725,Louis Lake,3.00485997,-120.5638328,48.4153336
1681833.837,1040581.422,Martin Creek,7.03890908,-120.3302754,48.1862623
1658631.035,1136239.537,Little Bridge,5.7556982,-120.4249859,48.44847042
1680187.674,1027953.111,Navarre Way,1.62437473,-120.3371281,48.1516659
1627521.023,1147230.177,North Creek,5.26858615,-120.55314,48.47859415
1575768.339,1157976.886,Maple Pass,5.19468548,-120.7665494,48.50774971
1594229.885,1135651.824,McAlester Lake,4.74295731,-120.6902096,48.44673135
1652597.695,1070247.188,Oval Lakes,1.55124207,-120.4500059,48.26766523
1632368.137,1072621.27,North Fork Fish Creek,3.0579088,-120.5330374,48.27417655
1658543.216,1051415.252,North Fork Prince Creek,2.18050797,-120.4256768,48.21604885
1666588.705,1079099.692,Oval Peak,8.91013328,-120.3925337,48.29188408
1629303.088,1078121.064,Moore Mountain,2.7495665,-120.5456317,48.28924256
1708815.351,1086340.4,Lookout Ridge,3.55389803,-120.2190398,48.31143941
1706331.706,1039661.824,Pasayten Drive,7.85983029,-120.2298984,48.18355515
1651797.457,1037177.798,Prince Creek Wilderness,7.26965006,-120.4533705,48.17704815
1593271.444,1100767.748,Rainbow Loop Trail,5.77824105,-120.6938037,48.35114605
1580749.756,1126388.827,Rainbow Lake,8.97181134,-120.7456053,48.4212503
1632423.037,1115686.419,Reynolds Creek,6.30055891,-120.5328857,48.3921768
1595298.183,1117350.812,Rainbow Creek,4.76394503,-120.6856327,48.3965962
1618648.208,1106078.969,Reynolds Peak,1.68993848,-120.5895103,48.3658236
1674457.479,1010021.54,Safety Harbor Creek,4.6334378,-120.3607242,48.10255594
1614689.883,1087243.34,Purple Creek,6.35500138,-120.6056829,48.3142001
1666450.444,1022479.876,Uno Peak,5.68128743,-120.3934156,48.1367314
1540805,1156715.5,North Fork Bridge Creek,6.41171506,-120.9106764,48.50388272
1649560.161,1119366.686,Twisp River,13.28483572,-120.4623766,48.402259
1651457.993,1065692.898,Summit Trail Wilderness,16.12691131,-120.4546943,48.25518755
1538685.36,1097694,West Fork Agnes Creek,7.73429826,-120.9181251,48.34214383
1632929.783,1107370.319,Toni Basin,4.32995251,-120.5307876,48.3693917
1670797.455,1029153.617,Summit Trail ORV,9.2328712,-120.3755755,48.1550026
1644058.663,1180686.23,Varden Lake,3.22177675,-120.4849659,48.57026295
1590560.564,1148093.759,Stilleto Spur,2.10044808,-120.7054543,48.48079415
1541517.337,1081365.511,Swamp Creek,2.17939051,-120.9061401,48.29744385
1649670.95,1097002.225,South Fork War Creek,2.70886568,-120.4619651,48.34098105
1645261.811,1113551.55,Williams Lake,4.42236154,-120.4800694,48.3863303
1650250.416,1125879.42,Slate Lake,5.56908756,-120.4595226,48.4201022
1651228.213,1108674.499,War Creek Ridge,4.20603719,-120.4555377,48.37296076
1652575.195,1055900.89,Surprise Lake,1.98251003,-120.4501355,48.2283535
1677154.521,1031781.27,Sunrise Lake,1.11181764,-120.3495196,48.16217297
1633564.936,1067214.101,Two Point,1.14505373,-120.5281169,48.25936127
1593245.119,1146185.688,Stiletto Peak,2.64366284,-120.694372,48.47558518
1580742.425,967712.1369,Basalt Ridge,7.43421558,-120.7436181,47.98643392
1594357.465,1015289.572,45 Mile Drive,4.32783262,-120.6884996,48.11692429
1577394.299,1047236.38,10 Mile Creek,1.12252828,-120.75835,48.20433817
1603322.741,937893.6107,Alder Ridge ORV,9.45489818,-120.6512017,47.90486439
1637666.805,914064.3544,Billy Ridge,5.45766347,-120.5111952,47.83964886
1633242.171,919081.5722,Billy Creek,5.66948423,-120.5292162,47.8533974
1596410.347,990304.7223,Anthem Creek,1.84118208,-120.679865,48.04846655
1583297.821,966818.1603,Basalt Pass,1.06894961,-120.7331751,47.984005
1658131.775,957071.1399,Angle Peak,3.05978899,-120.4277182,47.95750055
1546105,1026311,Red Mountain,3.17564329,-120.8861938,48.1466457
1508974.658,894986.6245,Bygone Byways,1.28710696,-121.034589,47.78613754
1489370.182,951324.606,Cady Ridge,4.89206972,-121.1161092,47.9401563
1488450.624,946067.4966,Cady Creek,4.64018261,-121.1196914,47.92572855
1537612.334,989834.257,Boulder Pass,11.36335309,-120.9201738,48.0465643
1537728.576,1016244.638,Buck Creek,7.50712237,-120.9202739,48.1189427
1561461.846,1003609.181,Carne Mountain,2.49317404,-120.8229297,48.0846224
1610499.824,948064.2021,Blue Creek,4.25698951,-120.6220108,47.93277375
1537404.982,1048454.025,Cloudy Peak Route,1.02221182,-120.922304,48.20720203
1541885.144,1043811.332,Crown Mine,1.09542907,-120.9038401,48.19454416
1571159.812,917060.0861,Dirty Face Mountain,4.15557259,-120.7819993,47.84752105
1496699.285,923021.9242,Heather Lake,2.83787921,-121.0853587,47.8627394
1564862.668,1048424.386,Hart & Lyman Lake,8.69222509,-120.8097401,48.20746996
1622367.805,921728.4675,Cougar Ridge,6.17619302,-120.5735092,47.8606328
1584613.418,981087.1437,Garland Peak,9.86478845,-120.7279729,48.0231215
1587310.152,1005569.493,Entiat River,13.80649807,-120.7172314,48.09023715
1549570.322,1010930.898,Chiwawa River,5.30857332,-120.8717072,48.10454375
1588186.486,992845.1083,Cow Creek Meadows,3.19922236,-120.7135059,48.0553724
1591168.369,952812.8118,Chickamin Creek ORV,5.29012906,-120.7008999,47.94568
1607967.063,1022743.536,Emerald Park,11.61819287,-120.6328532,48.13742725
1666877.381,947926.423,Devils Backbone,13.12078701,-120.3920852,47.93240994
1602063.773,992005.3968,Duncan Hill,11.20728705,-120.6567719,48.0531604
1572261.03,1019703.514,Ice Lakes,1.48750889,-120.7789937,48.1288409
1611618.473,925735.3821,Hi Yu,2.71261671,-120.6173131,47.87157955
1614313.523,931806.8642,Cougar Mountain,2.49677564,-120.6063678,47.88823096
1649781.783,956005.5322,Four Mile Ridge,4.11435059,-120.4617903,47.95459605
1562584.51,1051862.715,Holden Lake,2.97356193,-120.8191365,48.21686695
1572796.959,1014372.859,Ice Creek,4.12670373,-120.7767233,48.11423785
1596710.771,964398.2939,Chickamin ORV Tie,5.86428512,-120.6783976,47.97746886
1616228.672,1041678.336,Domke Lake Nrt,2.57102628,-120.5991265,48.18934865
1582590.881,1021005.88,Cool Creek,4.04670005,-120.7367249,48.13250245
1617513.688,938974.0487,Hunters,1.10829331,-120.5933621,47.90788595
1573066.186,1037144.125,Copper Basin,3.11304188,-120.7759476,48.17664225
1620258.608,1040650.38,Domke Mountain Lookout,2.59196397,-120.5826067,48.18654445
1606099.193,999926.776,Fern Lake,1.03545253,-120.6403343,48.07489001
1557689.661,1059084.994,Holden Pass,1.45433672,-120.8393341,48.23660159
1582227.543,1037655.701,Dole Lakes,2.13320333,-120.7384183,48.17812599
1509408.647,913208.3097,Lake Minotuar,1.29686178,-121.033325,47.83608909
1618397.883,926331.5356,Jimmy Creek,2.25878698,-120.5896991,47.8732379
1544723.709,1051627.542,North Star Basin Traverse,2.57529462,-120.8923656,48.21600178
1543048.432,898074.0007,Merrit Lake,1.92565508,-120.896073,47.7951508
1576619.243,900086.8814,Nason Ridge,16.78691293,-120.7595424,47.8010504
1510985.662,928343.8705,Little Wenatchee Gorge,1.30886118,-121.0273172,47.8776019
1513509.94,885997.9693,Lanham Lake,1.54196078,-121.0159049,47.76158295
1506164.831,938664.9058,Little Wenatchee Ridge,2.77608007,-121.047249,47.90579935
1496448.118,954806.8618,Little Wenatchee River,6.14457677,-121.0873456,47.94984795
1544840.185,987749.4616,Little Giant,7.33874882,-120.890591,48.04095265
1523501.276,955946.8051,Mount David,4.94629814,-120.9770085,47.9534724
1642906.053,900231.5888,Lower Mad River,14.59693926,-120.4898725,47.8017343
1608695.883,955894.3956,North Tommy,6.62084772,-120.6294202,47.95422635
1608969.282,935442.2831,Lost Lake,3.80214677,-120.6281692,47.8981732
1558810.768,1021194.062,Leroy Creek High Route,1.14339923,-120.8340773,48.13278235
1670465.242,960499.3629,Lone Peak,6.97546816,-120.3773732,47.96685454
1627194.566,945258.4375,Middle Tommy,7.86276843,-120.5539163,47.92513485
1603567.699,954679.1395,Mad River (Upper),11.73362761,-120.6503336,47.95087075
1587458.872,944649.0086,Minnow Ridge Orv,4.86252028,-120.7159409,47.92327825
1593935.715,929923.708,Lower Chiwawa ORV,8.49705316,-120.6893868,47.88296485
1580452.592,1045709.336,Monkey Bear Falls,2.0224838,-120.7457936,48.20018044
1570042.417,967444.7652,Old Gib,10.36103,-120.7872963,47.98560245
1589521.507,1041285.716,Lower Railroad Creek Wilderness,8.10233329,-120.7085723,48.18813
1587543.676,997347.2233,Larch Lakes,2.40387914,-120.716184,48.06770578
1573508.508,1044410.615,Miner's Goat,1.10489154,-120.7742388,48.19655885
1603753.232,1025986.9,Mirror Lake,2.51873171,-120.6501304,48.14629463
1571779.381,1044821.162,Miner's Interp,1.11262397,-120.781332,48.19766717
1582218.514,957949.766,Minnow Creek,1.5271077,-120.7374721,47.95969075
1608008.339,1003650.904,North Fork Entiat River,4.48910392,-120.6325528,48.08510505
1687063.601,957311.4787,North Fork 25 Mile Creek,2.12349242,-120.3096676,47.95802725
1527692.347,895137.3765,Rock Mountain,2.3636869,-120.9584675,47.7868737
1566398.499,898017.6724,Round Mountain,1.40346589,-120.8010902,47.79527925
1499963.096,943148.7841,Poe Mountain,2.06251435,-121.0726608,47.91796774
1630907.812,995836.0987,Pyramid Mountain,15.77678032,-120.5388763,48.06375664
1599202.284,957325.605,Pond Camp,4.12904744,-120.6681663,47.9580998
1577473.769,1004190.214,Pomas Creek,4.83878445,-120.7574483,48.08637615
1626851.054,998838.1558,Pyramid View Point,2.79931999,-120.5554707,48.07197722
1626169.894,989906.8864,Pyramid Creek,3.87627126,-120.5582291,48.04749935
1557056.77,1019383.949,Phelps Creek,7.22745676,-120.8412256,48.12780135
1620037.05,994252.8819,Pugh Ridge,7.67250573,-120.5833138,48.0593947
1581518.253,970675.0517,Rock Creek Tie,2.55452938,-120.7404878,47.99456075
1683712.866,952155.1558,Pot Peak,7.29710157,-120.3233866,47.94391658
1534695.055,1056350.278,South Fork Agnes Creek,4.70484425,-120.9335913,48.2287992
1541993.728,1041252.652,Upper Lyman Lake,1.98850405,-120.9033415,48.1875342
1522879.866,899870.7783,Snowy Creek,5.59127407,-120.9781569,47.79976928
1561743.342,958095.743,Schaefer Lake,4.36534082,-120.8210208,47.95989216
1527422.854,972240.2901,White River,14.11938155,-120.9613979,47.99819085
1546125.935,945804.9568,Twin Lakes,3.21605181,-120.884501,47.92601523
1633496.942,930442.0713,Tyee Ridge,8.50595489,-120.5281953,47.88453515
1633746.978,942367.4714,South Tommy,4.79921734,-120.5271932,47.9172206
1698286.143,887018.2351,Steliko Ridge,5.81788493,-120.2647323,47.76528055
1631836.045,958560.78,Silver Falls National Recreation,1.56320977,-120.5350136,47.96160025
1600740.093,973202.7427,Shetipo,3.69082063,-120.6620247,48.00162265
1546052.516,1038198.643,Spider Gap,2.1956628,-120.8866473,48.17922103
1620006.624,967840.4909,Three Creeks,8.07799404,-120.5833241,47.98700871
1632752.057,955077.1072,Silver Falls Barrier-free,1.24359535,-120.5312702,47.95205355
1577604.437,1029975.34,Wilson Creek,1.80308109,-120.7572578,48.15703939
1662833.956,725766.1838,Beehive ORV,1.85346917,-120.4096138,47.32343977
1564279.281,854862.929,Badlands,3.15305765,-120.8090229,47.6769681
1527458.042,820450.9614,Blackjack Ridge,6.95261299,-120.957658,47.58214835
1598171.5,832071.5,Leavenworth Ski Hill,1.96706409,-120.6712625,47.61477572
1568202.197,833741.7772,Icicle Ridge,26.10091228,-120.7927827,47.61911265
1506785.327,851474.7822,Icicle Creek,11.69299933,-121.0422763,47.66683035
1661202.168,722003.7986,Devil's Spur ORV,2.63295745,-120.4162092,47.31312981
1640383.899,737306.9323,Devil's Gulch ORV,10.09997457,-120.5001322,47.35511469
1509895.828,837228.4753,French Ridge,7.02666398,-121.0292664,47.62783745
1548077.216,766596.0289,Fourth Creek,6.92087236,-120.8730876,47.43481209
1557634.759,788982.0936,Colchuck Lake,2.3894232,-120.8348559,47.4962986
1548908.894,807339.7439,Eightmile-Trout Creek,7.38239947,-120.8705006,47.54651585
1510476.678,804340.7369,Fish Eagle Pass,1.29273295,-121.0260217,47.537696
1556870.69,801011.2505,Eightmile Lake,3.91565688,-120.8381551,47.5292656
1568556.09,821112.5618,Fourth Of July,3.6008473,-120.7911589,47.58449672
1601813.728,836616.2422,Freund Canyon,6.3372807,-120.6565334,47.62725457
1543941.646,830367.4267,Icicle Gorge Upper Loop,1.10953508,-120.8910741,47.60957459
1571052.482,848907.8205,Hatchery Creek,4.9367802,-120.7814461,47.66071385
1578708.375,858197.2142,Chiwaukum Creek,12.84005841,-120.7505021,47.68624805
1548568.782,866222.5861,Glacier Creek,2.59265824,-120.8730051,47.7079198
1596677.8,776138.8944,Ingalls Creek,13.77038873,-120.6768096,47.46143756
1529234.469,805338.7667,Jack Creek,11.13420479,-120.9501115,47.54075005
1503798.512,824971.475,Klonaqua Lakes,1.73115029,-121.0536415,47.59412424
1538406.722,814440.2558,Jack Ridge,3.65923156,-120.9131721,47.56583725
1533179.982,830087.1882,Jack Pine,1.64616919,-120.9346909,47.60865198
1549511.331,850958.5653,Index Creek,2.57004858,-120.8688874,47.6660918
1558025.535,888376.8723,Lake Ethel,2.04681138,-120.8349827,47.7687616
1543168.63,829714.3062,Icicle Gorge,3.48364302,-120.8941944,47.6077737
1606756.298,754793.7537,Magnet Creek,2.69088722,-120.6359198,47.40297565
1643354.426,735268.0012,Mission Ridge,8.46581958,-120.4881492,47.34952426
1498604.961,838904.8848,Leland Creek,3.25715922,-121.0750992,47.63221605
1498404.929,850489.7457,Lorraine Ridge,2.89935172,-121.0762536,47.6639674
1546845.378,877068.1799,Loch Eileen,1.01497887,-120.8802162,47.7376255
1550705.756,870598.0716,North Fork Chiwaukum,5.75791988,-120.8644088,47.71994064
1545869.534,874118.4874,McCue Ridge,2.97929981,-120.884123,47.72952735
1632544.37,754341.3873,Red Hill ORV,7.39858331,-120.5317874,47.40181065
1636279.435,752448.2104,Red Hill Spur ORV,3.50517764,-120.5167041,47.39662366
1634377.172,758270.8784,Red Devil ORV,6.14917846,-120.5243917,47.41258509
1556745.371,852249.1296,Painter Creek,4.51555121,-120.8395551,47.66971845
1528013.901,863339.8135,Wildhorse Creek,10.41616057,-120.9564114,47.6997217
1525099.213,878910.1555,White Pine Creek,15.63209654,-120.9686218,47.74235364
1626823.324,743594.4325,Tronson Ridge ORV,7.62785686,-120.5548582,47.37233915
1630266.715,725382.5336,Tronsen Meadow,1.43417523,-120.5409237,47.32241596
1660243.896,717122.6312,Squilchuck,2.0327428,-120.4200922,47.29975033
1575741.58,762519.0097,Three Brothers Mountain,1.91618117,-120.7612592,47.42394015
1520387.474,796083.177,Solomon Creek Trail,3.24730866,-120.9856961,47.51523391
1513181.342,818579.7196,Snowall-Cradle Lake,8.22152338,-121.0154497,47.57677745
1528253.143,794703.7696,Van Epps,2.59238938,-120.9538365,47.51158095
1502935.38,847607.3108,Square Lake,4.94621166,-121.0577879,47.65615565
1559290.585,794788.848,Stuart Lake,4.37551724,-120.8282558,47.512236
1585595.262,792776.5765,Snow Lakes,10.49428091,-120.7217985,47.5069711
1545606.931,837943.5355,Chatter Creek,5.10204973,-120.8844735,47.63036455
1587635.499,824623.7096,Tumwater Penstock,1.05730371,-120.7138935,47.59428909
1546972.76,879094.7324,Upper Roaring Creek,2.39320678,-120.8797383,47.743182
1160897.553,181274.2111,Bells Mountain Trail,6.86428923,-122.3807038,45.81475018
1189248.893,159674.6278,Tarbell Trail,2.94697301,-122.2676484,45.75733167
1191363.446,129848.1425,Jones Creek,2.87959347,-122.2567642,45.6756893
1187107.79,135992.5029,Mtn View,1.13916895,-122.2739479,45.69227337
2332818.754,301657.9778,Skyline,19.20457137,-117.7685736,46.12767684
2333563.251,294790.6504,Goose Corral,4.28083302,-117.7665775,46.10878516
2315744.951,282998.6507,Touchet Corral,2.93706729,-117.8383584,46.0781376
2388647.197,357816.4533,Wood Road 1,3.22122414,-117.5402278,46.27605749
2391076.425,359485.2024,Sawmill,2.2425982,-117.5303792,46.2803801
2389180.877,357889.8713,Pond,1.11766405,-117.5381079,46.27620376
2438431.108,308092.3966,Cloverland,3.40827865,-117.3513485,46.13451694
2439634.868,300554.2484,Anatone,7.90198567,-117.347792,46.11372976
